월(Monthly),구분1,구분2,LEVEL1,LEVEL2,값,증감,증감율,구성비,누계,누계구성비
2013-05,수도권,경기,누계,임대,5570,5570,5570,0,0,0
2013-05,수도권,경기,누계,조합,2276,2276,2276,0,0,0
2013-05,지방,소계,순계,합계,16675,16675,16675,0,0,0
2013-05,지방,소계,순계,분양,11046,11046,11046,0,0,0
2013-05,지방,소계,순계,임대,5289,5289,5289,0,0,0
2013-05,지방,소계,순계,조합,340,340,340,0,0,0
2013-05,지방,소계,누계,합계,56925,56925,56925,0,0,0
2013-05,지방,소계,누계,분양,39725,39725,39725,0,0,0
2013-05,지방,소계,누계,임대,14357,14357,14357,0,0,0
2013-05,지방,소계,누계,조합,2843,2843,2843,0,0,0
2013-05,지방,부산,순계,합계,429,429,429,0,0,0
2013-05,지방,부산,순계,분양,429,429,429,0,0,0
2013-05,지방,부산,순계,임대,0,0,0,0,0,0
2013-05,지방,부산,순계,조합,0,0,0,0,0,0
2013-05,지방,부산,누계,합계,4318,4318,4318,0,0,0
2013-05,지방,부산,누계,분양,2981,2981,2981,0,0,0
2013-05,지방,부산,누계,임대,732,732,732,0,0,0
2013-05,지방,부산,누계,조합,605,605,605,0,0,0
2013-05,지방,대구,순계,합계,2506,2506,2506,0,0,0
2013-05,지방,대구,순계,분양,1714,1714,1714,0,0,0
2013-05,지방,대구,순계,임대,792,792,792,0,0,0
2013-05,지방,대구,순계,조합,0,0,0,0,0,0
2013-05,지방,대구,누계,합계,6639,6639,6639,0,0,0
2013-05,지방,대구,누계,분양,4755,4755,4755,0,0,0
2013-05,지방,대구,누계,임대,1700,1700,1700,0,0,0
2013-05,지방,대구,누계,조합,184,184,184,0,0,0
2013-05,지방,광주,순계,합계,672,672,672,0,0,0
2013-05,지방,광주,순계,분양,0,0,0,0,0,0
2013-05,지방,광주,순계,임대,672,672,672,0,0,0
2013-05,지방,광주,순계,조합,0,0,0,0,0,0
2013-05,지방,광주,누계,합계,3602,3602,3602,0,0,0
2013-05,지방,광주,누계,분양,1427,1427,1427,0,0,0
2013-05,지방,광주,누계,임대,2175,2175,2175,0,0,0
2013-05,지방,광주,누계,조합,0,0,0,0,0,0
2013-05,지방,대전,순계,합계,0,0,0,0,0,0
2013-05,지방,대전,순계,분양,0,0,0,0,0,0
2013-05,지방,대전,순계,임대,0,0,0,0,0,0
2013-05,지방,대전,순계,조합,0,0,0,0,0,0
2013-05,지방,대전,누계,합계,1534,1534,1534,0,0,0
2013-05,지방,대전,누계,분양,1492,1492,1492,0,0,0
2013-05,지방,대전,누계,임대,42,42,42,0,0,0
2013-05,지방,대전,누계,조합,0,0,0,0,0,0
2013-05,지방,울산,순계,합계,0,0,0,0,0,0
2013-05,지방,울산,순계,분양,0,0,0,0,0,0
2013-05,지방,울산,순계,임대,0,0,0,0,0,0
2013-05,지방,울산,순계,조합,0,0,0,0,0,0
2013-05,지방,울산,누계,합계,2821,2821,2821,0,0,0
2013-05,지방,울산,누계,분양,2085,2085,2085,0,0,0
2013-05,지방,울산,누계,임대,736,736,736,0,0,0
2013-05,지방,울산,누계,조합,0,0,0,0,0,0
2013-05,지방,세종,순계,합계,1282,1282,1282,0,0,0
2013-05,지방,세종,순계,분양,1282,1282,1282,0,0,0
2013-05,지방,세종,순계,임대,0,0,0,0,0,0
2013-05,지방,세종,순계,조합,0,0,0,0,0,0
2013-05,지방,세종,누계,합계,6611,6611,6611,0,0,0
2013-05,지방,세종,누계,분양,5152,5152,5152,0,0,0
2013-05,지방,세종,누계,임대,1459,1459,1459,0,0,0
2013-05,지방,세종,누계,조합,0,0,0,0,0,0
2013-05,지방,강원,순계,합계,876,876,876,0,0,0
2013-05,지방,강원,순계,분양,876,876,876,0,0,0
2013-05,지방,강원,순계,임대,0,0,0,0,0,0
2013-05,지방,강원,순계,조합,0,0,0,0,0,0
2013-05,지방,강원,누계,합계,2126,2126,2126,0,0,0
2013-05,지방,강원,누계,분양,1642,1642,1642,0,0,0
2013-05,지방,강원,누계,임대,484,484,484,0,0,0
2013-05,지방,강원,누계,조합,0,0,0,0,0,0
2013-05,지방,충북,순계,합계,989,989,989,0,0,0
2013-05,지방,충북,순계,분양,0,0,0,0,0,0
2013-05,지방,충북,순계,임대,989,989,989,0,0,0
2013-05,지방,충북,순계,조합,0,0,0,0,0,0
2013-05,지방,충북,누계,합계,2245,2245,2245,0,0,0
2013-05,지방,충북,누계,분양,1256,1256,1256,0,0,0
2013-05,지방,충북,누계,임대,989,989,989,0,0,0
2013-05,지방,충북,누계,조합,0,0,0,0,0,0
2013-05,지방,충남,순계,합계,1538,1538,1538,0,0,0
2013-05,지방,충남,순계,분양,1468,1468,1468,0,0,0
2013-05,지방,충남,순계,임대,70,70,70,0,0,0
2013-05,지방,충남,순계,조합,0,0,0,0,0,0
2013-05,지방,충남,누계,합계,4083,4083,4083,0,0,0
2013-05,지방,충남,누계,분양,4013,4013,4013,0,0,0
2013-05,지방,충남,누계,임대,70,70,70,0,0,0
2013-05,지방,충남,누계,조합,0,0,0,0,0,0
2013-05,지방,전북,순계,합계,460,460,460,0,0,0
2013-05,지방,전북,순계,분양,120,120,120,0,0,0
2013-05,지방,전북,순계,임대,0,0,0,0,0,0
2013-05,지방,전북,순계,조합,340,340,340,0,0,0
2013-05,지방,전북,누계,합계,3392,3392,3392,0,0,0
2013-05,지방,전북,누계,분양,1304,1304,1304,0,0,0
2013-05,지방,전북,누계,임대,34,34,34,0,0,0
2013-05,지방,전북,누계,조합,2054,2054,2054,0,0,0
2013-05,지방,전남,순계,합계,3053,3053,3053,0,0,0
2013-05,지방,전남,순계,분양,847,847,847,0,0,0
2013-05,지방,전남,순계,임대,2206,2206,2206,0,0,0
2013-05,지방,전남,순계,조합,0,0,0,0,0,0
2013-05,지방,전남,누계,합계,5478,5478,5478,0,0,0
2013-05,지방,전남,누계,분양,1065,1065,1065,0,0,0
2013-05,지방,전남,누계,임대,4413,4413,4413,0,0,0
2013-05,지방,전남,누계,조합,0,0,0,0,0,0
2013-05,지방,경북,순계,합계,1697,1697,1697,0,0,0
2013-05,지방,경북,순계,분양,1697,1697,1697,0,0,0
2013-05,지방,경북,순계,임대,0,0,0,0,0,0
2013-05,지방,경북,순계,조합,0,0,0,0,0,0
2013-05,지방,경북,누계,합계,5859,5859,5859,0,0,0
2013-05,지방,경북,누계,분양,5056,5056,5056,0,0,0
2013-05,지방,경북,누계,임대,803,803,803,0,0,0
2013-05,지방,경북,누계,조합,0,0,0,0,0,0
2013-05,지방,경남,순계,합계,3139,3139,3139,0,0,0
2013-05,지방,경남,순계,분양,2579,2579,2579,0,0,0
2013-05,지방,경남,순계,임대,560,560,560,0,0,0
2013-05,지방,경남,순계,조합,0,0,0,0,0,0
2013-05,지방,경남,누계,합계,6847,6847,6847,0,0,0
2013-05,지방,경남,누계,분양,6127,6127,6127,0,0,0
2013-05,지방,경남,누계,임대,720,720,720,0,0,0
2013-05,지방,경남,누계,조합,0,0,0,0,0,0
2013-05,지방,제주,순계,합계,34,34,34,0,0,0
2013-05,지방,제주,순계,분양,34,34,34,0,0,0
2013-05,지방,제주,순계,임대,0,0,0,0,0,0
2013-05,지방,제주,순계,조합,0,0,0,0,0,0
2013-05,지방,제주,누계,합계,1370,1370,1370,0,0,0
2013-05,지방,제주,누계,분양,1370,1370,1370,0,0,0
2013-05,지방,제주,누계,임대,0,0,0,0,0,0
2013-05,지방,제주,누계,조합,0,0,0,0,0,0
2013-06,합계,합계,순계,합계,40221,40221,40221,0,0,0
2013-06,합계,합계,순계,분양,27066,27066,27066,0,0,0
2013-06,합계,합계,순계,임대,8784,8784,8784,0,0,0
2013-06,합계,합계,순계,조합,4371,4371,4371,0,0,0
2013-06,합계,합계,누계,합계,126389,126389,126389,0,0,0
2013-06,합계,합계,누계,분양,86303,86303,86303,0,0,0
2013-06,합계,합계,누계,임대,30168,30168,30168,0,0,0
2013-06,합계,합계,누계,조합,9918,9918,9918,0,0,0
2013-06,수도권,소계,순계,합계,20799,20799,20799,0,0,0
2013-06,수도권,소계,순계,분양,12876,12876,12876,0,0,0
2013-06,수도권,소계,순계,임대,4141,4141,4141,0,0,0
2013-06,수도권,소계,순계,조합,3782,3782,3782,0,0,0
2013-06,수도권,소계,누계,합계,50042,50042,50042,0,0,0
2013-06,수도권,소계,누계,분양,32388,32388,32388,0,0,0
2013-06,수도권,소계,누계,임대,11168,11168,11168,0,0,0
2013-06,수도권,소계,누계,조합,6486,6486,6486,0,0,0
2013-06,수도권,서울,순계,합계,9959,9959,9959,0,0,0
2013-06,수도권,서울,순계,분양,3564,3564,3564,0,0,0
2013-06,수도권,서울,순계,임대,3211,3211,3211,0,0,0
2013-06,수도권,서울,순계,조합,3184,3184,3184,0,0,0
2013-06,수도권,서울,누계,합계,12240,12240,12240,0,0,0
2013-06,수도권,서울,누계,분양,5073,5073,5073,0,0,0
2013-06,수도권,서울,누계,임대,3555,3555,3555,0,0,0
2013-06,수도권,서울,누계,조합,3612,3612,3612,0,0,0
2013-06,수도권,인천,순계,합계,217,217,217,0,0,0
2013-06,수도권,인천,순계,분양,217,217,217,0,0,0
2013-06,수도권,인천,순계,임대,0,0,0,0,0,0
2013-06,수도권,인천,순계,조합,0,0,0,0,0,0
2013-06,수도권,인천,누계,합계,2441,2441,2441,0,0,0
2013-06,수도권,인천,누계,분양,1328,1328,1328,0,0,0
2013-06,수도권,인천,누계,임대,1113,1113,1113,0,0,0
2013-06,수도권,인천,누계,조합,0,0,0,0,0,0
2013-06,수도권,경기,순계,합계,10623,10623,10623,0,0,0
2013-06,수도권,경기,순계,분양,9095,9095,9095,0,0,0
2013-06,수도권,경기,순계,임대,930,930,930,0,0,0
2013-06,수도권,경기,순계,조합,598,598,598,0,0,0
2013-06,수도권,경기,누계,합계,35361,35361,35361,0,0,0
2013-06,수도권,경기,누계,분양,25987,25987,25987,0,0,0
2013-06,수도권,경기,누계,임대,6500,6500,6500,0,0,0
2013-06,수도권,경기,누계,조합,2874,2874,2874,0,0,0
2013-06,지방,소계,순계,합계,19422,19422,19422,0,0,0
2013-06,지방,소계,순계,분양,14190,14190,14190,0,0,0
2013-06,지방,소계,순계,임대,4643,4643,4643,0,0,0
2013-06,지방,소계,순계,조합,589,589,589,0,0,0
2013-06,지방,소계,누계,합계,76347,76347,76347,0,0,0
2013-06,지방,소계,누계,분양,53915,53915,53915,0,0,0
2013-06,지방,소계,누계,임대,19000,19000,19000,0,0,0
2013-06,지방,소계,누계,조합,3432,3432,3432,0,0,0
2013-06,지방,부산,순계,합계,1488,1488,1488,0,0,0
2013-06,지방,부산,순계,분양,595,595,595,0,0,0
2013-06,지방,부산,순계,임대,690,690,690,0,0,0
2013-06,지방,부산,순계,조합,203,203,203,0,0,0
2013-06,지방,부산,누계,합계,5806,5806,5806,0,0,0
2013-06,지방,부산,누계,분양,3576,3576,3576,0,0,0
2013-06,지방,부산,누계,임대,1422,1422,1422,0,0,0
2013-06,지방,부산,누계,조합,808,808,808,0,0,0
2013-06,지방,대구,순계,합계,2292,2292,2292,0,0,0
2013-06,지방,대구,순계,분양,730,730,730,0,0,0
2013-06,지방,대구,순계,임대,1562,1562,1562,0,0,0
2013-06,지방,대구,순계,조합,0,0,0,0,0,0
2013-06,지방,대구,누계,합계,8931,8931,8931,0,0,0
2013-06,지방,대구,누계,분양,5485,5485,5485,0,0,0
2013-06,지방,대구,누계,임대,3262,3262,3262,0,0,0
2013-06,지방,대구,누계,조합,184,184,184,0,0,0
2013-06,지방,광주,순계,합계,0,0,0,0,0,0
2013-06,지방,광주,순계,분양,0,0,0,0,0,0
2013-06,지방,광주,순계,임대,0,0,0,0,0,0
2013-06,지방,광주,순계,조합,0,0,0,0,0,0
2013-06,지방,광주,누계,합계,3602,3602,3602,0,0,0
2013-06,지방,광주,누계,분양,1427,1427,1427,0,0,0
2013-06,지방,광주,누계,임대,2175,2175,2175,0,0,0
2013-06,지방,광주,누계,조합,0,0,0,0,0,0
2013-06,지방,대전,순계,합계,1204,1204,1204,0,0,0
2013-06,지방,대전,순계,분양,1026,1026,1026,0,0,0
2013-06,지방,대전,순계,임대,178,178,178,0,0,0
2013-06,지방,대전,순계,조합,0,0,0,0,0,0
2013-06,지방,대전,누계,합계,2738,2738,2738,0,0,0
2013-06,지방,대전,누계,분양,2518,2518,2518,0,0,0
2013-06,지방,대전,누계,임대,220,220,220,0,0,0
2013-06,지방,대전,누계,조합,0,0,0,0,0,0
2013-06,지방,울산,순계,합계,247,247,247,0,0,0
2013-06,지방,울산,순계,분양,247,247,247,0,0,0
2013-06,지방,울산,순계,임대,0,0,0,0,0,0
2013-06,지방,울산,순계,조합,0,0,0,0,0,0
2013-06,지방,울산,누계,합계,3068,3068,3068,0,0,0
2013-06,지방,울산,누계,분양,2332,2332,2332,0,0,0
2013-06,지방,울산,누계,임대,736,736,736,0,0,0
2013-06,지방,울산,누계,조합,0,0,0,0,0,0
2013-06,지방,세종,순계,합계,4210,4210,4210,0,0,0
2013-06,지방,세종,순계,분양,4210,4210,4210,0,0,0
2013-06,지방,세종,순계,임대,0,0,0,0,0,0
2013-06,지방,세종,순계,조합,0,0,0,0,0,0
2013-06,지방,세종,누계,합계,10821,10821,10821,0,0,0
2013-06,지방,세종,누계,분양,9362,9362,9362,0,0,0
2013-06,지방,세종,누계,임대,1459,1459,1459,0,0,0
2013-06,지방,세종,누계,조합,0,0,0,0,0,0
2013-06,지방,강원,순계,합계,0,0,0,0,0,0
2013-06,지방,강원,순계,분양,0,0,0,0,0,0
2013-06,지방,강원,순계,임대,0,0,0,0,0,0
2013-06,지방,강원,순계,조합,0,0,0,0,0,0
2013-06,지방,강원,누계,합계,2126,2126,2126,0,0,0
2013-06,지방,강원,누계,분양,1642,1642,1642,0,0,0
2013-06,지방,강원,누계,임대,484,484,484,0,0,0
2013-06,지방,강원,누계,조합,0,0,0,0,0,0
2013-06,지방,충북,순계,합계,1392,1392,1392,0,0,0
2013-06,지방,충북,순계,분양,1392,1392,1392,0,0,0
2013-06,지방,충북,순계,임대,0,0,0,0,0,0
2013-06,지방,충북,순계,조합,0,0,0,0,0,0
2013-06,지방,충북,누계,합계,3637,3637,3637,0,0,0
2013-06,지방,충북,누계,분양,2648,2648,2648,0,0,0
2013-06,지방,충북,누계,임대,989,989,989,0,0,0
2013-06,지방,충북,누계,조합,0,0,0,0,0,0
2013-06,지방,충남,순계,합계,3834,3834,3834,0,0,0
2013-06,지방,충남,순계,분양,2250,2250,2250,0,0,0
2013-06,지방,충남,순계,임대,1584,1584,1584,0,0,0
2013-06,지방,충남,순계,조합,0,0,0,0,0,0
2013-06,지방,충남,누계,합계,7917,7917,7917,0,0,0
2013-06,지방,충남,누계,분양,6263,6263,6263,0,0,0
2013-06,지방,충남,누계,임대,1654,1654,1654,0,0,0
2013-06,지방,충남,누계,조합,0,0,0,0,0,0
2013-06,지방,전북,순계,합계,1476,1476,1476,0,0,0
2013-06,지방,전북,순계,분양,1061,1061,1061,0,0,0
2013-06,지방,전북,순계,임대,29,29,29,0,0,0
2013-06,지방,전북,순계,조합,386,386,386,0,0,0
2013-06,지방,전북,누계,합계,4868,4868,4868,0,0,0
2013-06,지방,전북,누계,분양,2365,2365,2365,0,0,0
2013-06,지방,전북,누계,임대,63,63,63,0,0,0
2013-06,지방,전북,누계,조합,2440,2440,2440,0,0,0
2013-06,지방,전남,순계,합계,595,595,595,0,0,0
2013-06,지방,전남,순계,분양,595,595,595,0,0,0
2013-06,지방,전남,순계,임대,0,0,0,0,0,0
2013-06,지방,전남,순계,조합,0,0,0,0,0,0
2013-06,지방,전남,누계,합계,6073,6073,6073,0,0,0
2013-06,지방,전남,누계,분양,1660,1660,1660,0,0,0
2013-06,지방,전남,누계,임대,4413,4413,4413,0,0,0
2013-06,지방,전남,누계,조합,0,0,0,0,0,0
2013-06,지방,경북,순계,합계,1729,1729,1729,0,0,0
2013-06,지방,경북,순계,분양,1729,1729,1729,0,0,0
2013-06,지방,경북,순계,임대,0,0,0,0,0,0
2013-06,지방,경북,순계,조합,0,0,0,0,0,0
2013-06,지방,경북,누계,합계,7588,7588,7588,0,0,0
2013-06,지방,경북,누계,분양,6785,6785,6785,0,0,0
2013-06,지방,경북,누계,임대,803,803,803,0,0,0
2013-06,지방,경북,누계,조합,0,0,0,0,0,0
2013-06,지방,경남,순계,합계,822,822,822,0,0,0
2013-06,지방,경남,순계,분양,222,222,222,0,0,0
2013-06,지방,경남,순계,임대,600,600,600,0,0,0
2013-06,지방,경남,순계,조합,0,0,0,0,0,0
2013-06,지방,경남,누계,합계,7669,7669,7669,0,0,0
2013-06,지방,경남,누계,분양,6349,6349,6349,0,0,0
2013-06,지방,경남,누계,임대,1320,1320,1320,0,0,0
2013-06,지방,경남,누계,조합,0,0,0,0,0,0
2013-06,지방,제주,순계,합계,133,133,133,0,0,0
2013-06,지방,제주,순계,분양,133,133,133,0,0,0
2013-06,지방,제주,순계,임대,0,0,0,0,0,0
2013-06,지방,제주,순계,조합,0,0,0,0,0,0
2013-06,지방,제주,누계,합계,1503,1503,1503,0,0,0
2013-06,지방,제주,누계,분양,1503,1503,1503,0,0,0
2013-06,지방,제주,누계,임대,0,0,0,0,0,0
2013-06,지방,제주,누계,조합,0,0,0,0,0,0
2014-12,합계,합계,순계,합계,17106,17106,17106,0,0,0
2014-12,합계,합계,순계,분양,13181,13181,13181,0,0,0
2014-12,합계,합계,순계,임대,992,992,992,0,0,0
2014-12,합계,합계,순계,조합,2933,2933,2933,0,0,0
2014-12,합계,합계,누계,합계,344887,344887,344887,0,0,0
2014-12,합계,합계,누계,분양,258545,258545,258545,0,0,0
2014-12,합계,합계,누계,임대,60351,60351,60351,0,0,0
2014-12,합계,합계,누계,조합,25991,25991,25991,0,0,0
2014-12,수도권,소계,순계,합계,3783,3783,3783,0,0,0
2014-12,수도권,소계,순계,분양,3217,3217,3217,0,0,0
2014-12,수도권,소계,순계,임대,448,448,448,0,0,0
2014-12,수도권,소계,순계,조합,118,118,118,0,0,0
2014-12,수도권,소계,누계,합계,123733,123733,123733,0,0,0
2014-12,수도권,소계,누계,분양,89718,89718,89718,0,0,0
2014-12,수도권,소계,누계,임대,21281,21281,21281,0,0,0
2014-12,수도권,소계,누계,조합,12734,12734,12734,0,0,0
2014-12,수도권,서울,순계,합계,171,171,171,0,0,0
2014-12,수도권,서울,순계,분양,171,171,171,0,0,0
2014-12,수도권,서울,순계,임대,0,0,0,0,0,0
2014-12,수도권,서울,순계,조합,0,0,0,0,0,0
2014-12,수도권,서울,누계,합계,32715,32715,32715,0,0,0
2014-12,수도권,서울,누계,분양,16030,16030,16030,0,0,0
2014-12,수도권,서울,누계,임대,4602,4602,4602,0,0,0
2014-12,수도권,서울,누계,조합,12083,12083,12083,0,0,0
2014-12,수도권,인천,순계,합계,448,448,448,0,0,0
2014-12,수도권,인천,순계,분양,0,0,0,0,0,0
2014-12,수도권,인천,순계,임대,448,448,448,0,0,0
2014-12,수도권,인천,순계,조합,0,0,0,0,0,0
2014-12,수도권,인천,누계,합계,8075,8075,8075,0,0,0
2014-12,수도권,인천,누계,분양,6885,6885,6885,0,0,0
2014-12,수도권,인천,누계,임대,1190,1190,1190,0,0,0
2014-12,수도권,인천,누계,조합,0,0,0,0,0,0
2014-12,수도권,경기,순계,합계,3164,3164,3164,0,0,0
2014-12,수도권,경기,순계,분양,3046,3046,3046,0,0,0
2014-12,수도권,경기,순계,임대,0,0,0,0,0,0
2014-12,수도권,경기,순계,조합,118,118,118,0,0,0
2014-12,수도권,경기,누계,합계,82943,82943,82943,0,0,0
2014-12,수도권,경기,누계,분양,66803,66803,66803,0,0,0
2014-12,수도권,경기,누계,임대,15489,15489,15489,0,0,0
2014-12,수도권,경기,누계,조합,651,651,651,0,0,0
2014-12,지방,소계,순계,합계,13323,13323,13323,0,0,0
2014-12,지방,소계,순계,분양,9964,9964,9964,0,0,0
2014-12,지방,소계,순계,임대,544,544,544,0,0,0
2014-12,지방,소계,순계,조합,2815,2815,2815,0,0,0
2014-12,지방,소계,누계,합계,221154,221154,221154,0,0,0
2014-12,지방,소계,누계,분양,168827,168827,168827,0,0,0
2014-12,지방,소계,누계,임대,39070,39070,39070,0,0,0
2014-12,지방,소계,누계,조합,13257,13257,13257,0,0,0
2014-12,지방,부산,순계,합계,241,241,241,0,0,0
2014-12,지방,부산,순계,분양,241,241,241,0,0,0
2014-12,지방,부산,순계,임대,0,0,0,0,0,0
2014-12,지방,부산,순계,조합,0,0,0,0,0,0
2014-12,지방,부산,누계,합계,31188,31188,31188,0,0,0
2014-12,지방,부산,누계,분양,23823,23823,23823,0,0,0
2014-12,지방,부산,누계,임대,4667,4667,4667,0,0,0
2014-12,지방,부산,누계,조합,2698,2698,2698,0,0,0
2014-12,지방,대구,순계,합계,1756,1756,1756,0,0,0
2014-12,지방,대구,순계,분양,1732,1732,1732,0,0,0
2014-12,지방,대구,순계,임대,0,0,0,0,0,0
2014-12,지방,대구,순계,조합,24,24,24,0,0,0
2014-12,지방,대구,누계,합계,27467,27467,27467,0,0,0
2014-12,지방,대구,누계,분양,23263,23263,23263,0,0,0
2014-12,지방,대구,누계,임대,3786,3786,3786,0,0,0
2014-12,지방,대구,누계,조합,418,418,418,0,0,0
2014-12,지방,광주,순계,합계,1400,1400,1400,0,0,0
2014-12,지방,광주,순계,분양,306,306,306,0,0,0
2014-12,지방,광주,순계,임대,454,454,454,0,0,0
2014-12,지방,광주,순계,조합,640,640,640,0,0,0
2014-12,지방,광주,누계,합계,12948,12948,12948,0,0,0
2014-12,지방,광주,누계,분양,8536,8536,8536,0,0,0
2014-12,지방,광주,누계,임대,2602,2602,2602,0,0,0
2014-12,지방,광주,누계,조합,1810,1810,1810,0,0,0
2014-12,지방,대전,순계,합계,365,365,365,0,0,0
2014-12,지방,대전,순계,분양,365,365,365,0,0,0
2014-12,지방,대전,순계,임대,0,0,0,0,0,0
2014-12,지방,대전,순계,조합,0,0,0,0,0,0
2014-12,지방,대전,누계,합계,7256,7256,7256,0,0,0
2014-12,지방,대전,누계,분양,4969,4969,4969,0,0,0
2014-12,지방,대전,누계,임대,2230,2230,2230,0,0,0
2014-12,지방,대전,누계,조합,57,57,57,0,0,0
2014-12,지방,울산,순계,합계,531,531,531,0,0,0
2014-12,지방,울산,순계,분양,442,442,442,0,0,0
2014-12,지방,울산,순계,임대,0,0,0,0,0,0
2014-12,지방,울산,순계,조합,89,89,89,0,0,0
2014-12,지방,울산,누계,합계,6420,6420,6420,0,0,0
2014-12,지방,울산,누계,분양,4915,4915,4915,0,0,0
2014-12,지방,울산,누계,임대,823,823,823,0,0,0
2014-12,지방,울산,누계,조합,682,682,682,0,0,0
2014-12,지방,세종,순계,합계,834,834,834,0,0,0
2014-12,지방,세종,순계,분양,834,834,834,0,0,0
2014-12,지방,세종,순계,임대,0,0,0,0,0,0
2014-12,지방,세종,순계,조합,0,0,0,0,0,0
2014-12,지방,세종,누계,합계,14065,14065,14065,0,0,0
2014-12,지방,세종,누계,분양,11895,11895,11895,0,0,0
2014-12,지방,세종,누계,임대,2170,2170,2170,0,0,0
2014-12,지방,세종,누계,조합,0,0,0,0,0,0
2014-12,지방,강원,순계,합계,39,39,39,0,0,0
2014-12,지방,강원,순계,분양,39,39,39,0,0,0
2014-12,지방,강원,순계,임대,0,0,0,0,0,0
2014-12,지방,강원,순계,조합,0,0,0,0,0,0
2014-12,지방,강원,누계,합계,8972,8972,8972,0,0,0
2014-12,지방,강원,누계,분양,3405,3405,3405,0,0,0
2014-12,지방,강원,누계,임대,5160,5160,5160,0,0,0
2014-12,지방,강원,누계,조합,407,407,407,0,0,0
2014-12,지방,충북,순계,합계,801,801,801,0,0,0
2014-12,지방,충북,순계,분양,801,801,801,0,0,0
2014-12,지방,충북,순계,임대,0,0,0,0,0,0
2014-12,지방,충북,순계,조합,0,0,0,0,0,0
2014-12,지방,충북,누계,합계,13450,13450,13450,0,0,0
2014-12,지방,충북,누계,분양,9798,9798,9798,0,0,0
2014-12,지방,충북,누계,임대,2272,2272,2272,0,0,0
2014-12,지방,충북,누계,조합,1380,1380,1380,0,0,0
2014-12,지방,충남,순계,합계,2171,2171,2171,0,0,0
2014-12,지방,충남,순계,분양,2076,2076,2076,0,0,0
2014-12,지방,충남,순계,임대,0,0,0,0,0,0
2014-12,지방,충남,순계,조합,95,95,95,0,0,0
2014-12,지방,충남,누계,합계,21439,21439,21439,0,0,0
2014-12,지방,충남,누계,분양,19251,19251,19251,0,0,0
2014-12,지방,충남,누계,임대,2093,2093,2093,0,0,0
2014-12,지방,충남,누계,조합,95,95,95,0,0,0
2014-12,지방,전북,순계,합계,0,0,0,0,0,0
2014-12,지방,전북,순계,분양,0,0,0,0,0,0
2014-12,지방,전북,순계,임대,0,0,0,0,0,0
2014-12,지방,전북,순계,조합,0,0,0,0,0,0
2014-12,지방,전북,누계,합계,9504,9504,9504,0,0,0
2014-12,지방,전북,누계,분양,5939,5939,5939,0,0,0
2014-12,지방,전북,누계,임대,3315,3315,3315,0,0,0
2014-12,지방,전북,누계,조합,250,250,250,0,0,0
2014-12,지방,전남,순계,합계,90,90,90,0,0,0
2014-12,지방,전남,순계,분양,0,0,0,0,0,0
2014-12,지방,전남,순계,임대,90,90,90,0,0,0
2014-12,지방,전남,순계,조합,0,0,0,0,0,0
2014-12,지방,전남,누계,합계,14326,14326,14326,0,0,0
2014-12,지방,전남,누계,분양,7944,7944,7944,0,0,0
2014-12,지방,전남,누계,임대,5463,5463,5463,0,0,0
2014-12,지방,전남,누계,조합,919,919,919,0,0,0
2014-12,지방,경북,순계,합계,513,513,513,0,0,0
2014-12,지방,경북,순계,분양,513,513,513,0,0,0
2014-12,지방,경북,순계,임대,0,0,0,0,0,0
2014-12,지방,경북,순계,조합,0,0,0,0,0,0
2014-12,지방,경북,누계,합계,18468,18468,18468,0,0,0
2014-12,지방,경북,누계,분양,17508,17508,17508,0,0,0
2014-12,지방,경북,누계,임대,960,960,960,0,0,0
2014-12,지방,경북,누계,조합,0,0,0,0,0,0
2014-12,지방,경남,순계,합계,4370,4370,4370,0,0,0
2014-12,지방,경남,순계,분양,2403,2403,2403,0,0,0
2014-12,지방,경남,순계,임대,0,0,0,0,0,0
2014-12,지방,경남,순계,조합,1967,1967,1967,0,0,0
2014-12,지방,경남,누계,합계,33488,33488,33488,0,0,0
2014-12,지방,경남,누계,분양,26268,26268,26268,0,0,0
2014-12,지방,경남,누계,임대,2679,2679,2679,0,0,0
2014-12,지방,경남,누계,조합,4541,4541,4541,0,0,0
2014-12,지방,제주,순계,합계,212,212,212,0,0,0
2014-12,지방,제주,순계,분양,212,212,212,0,0,0
2014-12,지방,제주,순계,임대,0,0,0,0,0,0
2014-12,지방,제주,순계,조합,0,0,0,0,0,0
2014-12,지방,제주,누계,합계,2163,2163,2163,0,0,0
2014-12,지방,제주,누계,분양,1313,1313,1313,0,0,0
2014-12,지방,제주,누계,임대,850,850,850,0,0,0
2014-12,지방,제주,누계,조합,0,0,0,0,0,0
2021-09,합계,합계,순계,합계,34266,34266,34266,0,0,0
2021-09,합계,합계,순계,분양,24184,24184,24184,0,0,0
2021-09,합계,합계,순계,임대,5833,5833,5833,0,0,0
2021-09,합계,합계,순계,조합,4249,4249,4249,0,0,0
2021-09,합계,합계,누계,합계,235534,235534,235534,0,0,0
2021-09,합계,합계,누계,분양,174105,174105,174105,0,0,0
2021-09,합계,합계,누계,임대,33450,33450,33450,0,0,0
2021-09,합계,합계,누계,조합,27979,27979,27979,0,0,0
2021-09,수도권,소계,순계,합계,16522,16522,16522,0,0,0
2021-09,수도권,소계,순계,분양,13266,13266,13266,0,0,0
2021-09,수도권,소계,순계,임대,1851,1851,1851,0,0,0
