시행업체명,시공업체명,사업구분명,지역구분코드,지역상세구분코드,지역구분코드명,지역상세구분코드명,사업규모내용,사업구분명,총세대수,일반분양세대수,조합원세대수,임대보증세대수,분양가격,모집공고승인일자,분양개시일자
(주)세종화건설,"제일건설(주),",청주 율량2지구 10블럭 제일풍경채,09,0960,충청북도,충북 청주시 상당구,"최저 -2 층 ~ 최고 25층, 5동",일반분양,431,422,0,0,7712383,20160317,20140519
(주)한국토지신탁,"신영건설(주),",서산 센트럴 코아루 아파트,10,1056,충청남도,충남 서산시,"최저 -1 층 ~ 최고 20층, 4동",일반분양,337,337,0,0,8171907,20161201,20161220
(주)코람코자산신탁,"에스지신성건설(주),",태안 남문 미소지움,10,1057,충청남도,충남 태안군,"최저 -1 층 ~ 최고 20층, 8동",일반분양,504,498,0,0,7057673,20161220,20170103
(주)코람코자산신탁,"신원종합개발(주),",아산 법곡동 2차 공동주택( 구 아산 법곡동 성우더파크2차),10,1036,충청남도,충남 아산시,"최저 2 층 ~ 최고 20층, 5동",일반분양,369,369,0,0,6946060,20161024,20161108
성무종합건설(주),"성무종합건설(주),",태안 동문 센텀파크,10,1057,충청남도,충남 태안군,"최저 -1 층 ~ 최고 10층, 1동",일반분양,60,60,0,0,7556167,20160829,20160919
우리자산신탁(주),"디엘건설(주),디엘이앤씨(주)",천안 두정4차 e편한세상,10,1032,충청남도,충남 천안시 서북구,"최저 -2 층 ~ 최고 23층, 6동",일반분양,456,456,0,0,8429788,20160818,20160906
디큐브개발(주),"대우산업개발(주),",이안 더 서산 공동주택 신축사업,10,1056,충청남도,충남 서산시,"최저 -2 층 ~ 최고 24층, 5동",일반분양,250,250,0,0,7032553,20160823,20160820
우리자산신탁(주),"청광건설(주),",당진 중앙로 청광플러스원,10,1043,충청남도,충남 당진시,"최저 -2 층 ~ 최고 14층, 1동",일반분양,62,48,0,0,8046485,20160811,20160830
에이치디씨현대산업개발(주),"에이치디씨현대산업개발(주),",천안봉명2구역주택재개발정비사업(천안봉서산 아이파크),10,1031,충청남도,충남 천안시 동남구,"최저 -2 층 ~ 최고 24층, 8동",재개발,665,429,202,34,8549859,20160421,20160426
미래도시개발(주),"(유)신호건설산업,",연무 골든팰리스 2차 아파트 신축공사,10,1020,충청남도,충남 논산시,"최저 -1 층 ~ 최고 20층, 4동",일반분양,153,153,0,0,5877179,20160609,20160629
대유산업(주),"한성개발(주),",충남 아산시 배방읍 공수리 한성필하우스 5차,10,1036,충청남도,충남 아산시,"최저 0 층 ~ 최고 0층, 0동",일반분양,486,467,0,0,8223477,20160624,20160627
아시아신탁(주),"(주)한화건설,",서산 동문동 한화 꿈에그린,10,1056,충청남도,충남 서산시,"최저 23 층 ~ 최고 23층, 8동",일반분양,478,471,0,0,7600979,20160513,20160531
(주)흥화,"(주)흥화,",공주월송 흥화 하이브 (월송지구 B-2BL_공주월송 흥화하이브),10,1014,충청남도,충남 공주시,"최저 -1 층 ~ 최고 20층, 6동",일반분양,562,562,0,0,7799346,20160429,20160517
군인공제회,"지에스건설(주),",천안시티자이 (천안 성성동 성성1지구 A1블록_천안시티자이),10,1032,충청남도,충남 천안시 서북구,"최저 -2 층 ~ 최고 39층, 12동",일반분양,1655,1624,22,0,8792404,20160128,20160222
(주)이지아산산업,"(주)라인산업,",아산풍기 EG the1 2차,10,1036,충청남도,충남 아산시,"최저 -2 층 ~ 최고 28층, 2동",일반분양,197,182,0,0,7637660,20160203,20160224
(주)한국토지신탁,"신원종합개발(주),고려개발(주)",이편한세상 천안부성,10,1032,충청남도,충남 천안시 서북구,"최저 12 층 ~ 최고 12층, 10동",일반분양,609,609,0,0,6952011,20160121,20160216
케이비부동산신탁(주),"코오롱글로벌(주),",천안 쌍용 코오롱하늘채,10,1032,충청남도,충남 천안시 서북구,"최저 2 층 ~ 최고 27층, 4동",일반분양,463,454,0,0,8873958,20160114,20160201
삼영개발(주),"양우건설(주),",당진 채운동 양우내안애 아파트,10,1043,충청남도,충남 당진시,"최저 -3 층 ~ 최고 25층, 7동",일반분양,469,457,0,0,7699922,20150819,20150901
(주)파라다이스글로벌,"(주)신일,(주)파라다이스글로벌",천안 다가동 지역주택조합,10,1031,충청남도,충남 천안시 동남구,"최저 20 층 ~ 최고 25층, 6동",지역조합,562,228,318,0,7899370,20160705,20150904
지에스건설(주),"지에스건설(주),",천안시 북천안자이에뜨_공공건설임대,10,1032,충청남도,충남 천안시 서북구,"최저 -2 층 ~ 최고 29층, 10동",임대분양,1373,1348,0,0,2235612,20160324,20150828
군인공제회,"롯데건설(주),금호건설(주)",아산 모종 캐슬어울림 2단지,10,1036,충청남도,충남 아산시,"최저 -2 층 ~ 최고 25층, 9동",일반분양,798,398,396,0,6921864,20161118,20150415
(주)코람코자산신탁,"(주)대림,디엘이앤씨(주)",e편한세상 보령,10,1055,충청남도,충남 보령시,"최저 -2 층 ~ 최고 20층, 9동",일반분양,686,677,0,0,7083923,20160510,20150617
케이디(주),"케이디(주),",아산 KD 아람채 도시형생활주택 신축공사,10,1036,충청남도,충남 아산시,"최저 -1 층 ~ 최고 20층, 2동",일반분양,208,208,0,0,5950879,20160404,20150601
(주)하나자산신탁,"(주)대우건설,",천안 성성지구 대우푸르지오,10,1032,충청남도,충남 천안시 서북구,"최저 39 층 ~ 최고 39층, 8동",일반분양,1007,995,0,0,8576784,20141023,20141023
현대엔지니어링(주),"현대엔지니어링(주),",천안 신부동 지역주택조합아파트_힐스테이트천안신부,10,1031,충청남도,충남 천안시 동남구,"최저 2 층 ~ 최고 25층, 12동",지역조합,1009,338,646,0,8652079,20150423,20150513
군인공제회,"롯데건설(주),금호건설(주)",아산 모종 캐슬어울림 1단지,10,1036,충청남도,충남 아산시,"최저 -2 층 ~ 최고 25층, 9동",일반분양,792,514,278,0,6868333,20141216,20141218
(주)선우산업,"(주)우미산업개발,우미건설(주)",아산탕정지구 1-C1 우미린,10,1032,충청남도,충남 천안시 서북구,"최저 -2 층 ~ 최고 31층, 6동",일반분양,636,595,0,0,9190582,20150126,20141216
(주)반도건설,"(주)반도건설,",아산 반도유보라 (아산 온천동 반도유보라),10,1036,충청남도,충남 아산시,"최저 16 층 ~ 최고 25층, 8동",일반분양,655,650,0,0,6399977,20160217,20131024
(주)심우건설,"우미건설(주),(주)우미글로벌",아산탕정지구 1-C2 우미린,10,1032,충청남도,충남 천안시 서북구,"최저 -2 층 ~ 최고 31층, 6동",일반분양,586,557,0,0,9119456,20150122,20141217
코리아신탁(주),"디엘건설(주),디엘이앤씨(주)",e편한세상 스마일시티 2차 (천안 e편한세상 스마일시티2차),10,1032,충청남도,충남 천안시 서북구,"최저 17 층 ~ 최고 26층, 15동",일반분양,1287,1269,0,0,6980701,20160712,20140716
(주)하나자산신탁,"현대건설(주),",당진 송악지구 A2 블럭 힐스테이트,10,1043,충청남도,충남 당진시,"최저 1 층 ~ 최고 23층, 11동",일반분양,935,915,0,0,7348576,20160314,20140509
대방주택(주),"대방건설(주),",전주 혁신도시 4-1블럭 대방디엠시티 주상복합,11,1161,전라북도,전북 전주시 덕진구,"최저 -5 층 ~ 최고 45층, 6동",일반분양,1870,494,0,0,7999997,20161130,20161215
(주)뉴시티건설,"중흥건설(주),(주)시티종합건설,(주)시티건설,",전주 만성지구(B1블록) 시티프라디움,11,1161,전라북도,전북 전주시 덕진구,"최저 -2 층 ~ 최고 20층, 17동",일반분양,652,625,0,0,8249623,20161123,20161213
(주)에버종합건설,"(주)제일건설,",전북 익산시 어양동 제일 오투그란데,11,1170,전라북도,전북 익산시,"최저 -1 층 ~ 최고 15층, 1동",일반분양,55,55,0,0,8327379,20161230,20170117
(주)에버종합건설,"(주)제일건설,",전북 익산시 평화동 제일오투그란데 아파트,11,1170,전라북도,전북 익산시,"최저 -1 층 ~ 최고 15층, 5동",일반분양,173,171,0,0,6378327,20161104,20161122
아시아신탁(주),"(주)태영건설,",전주 에코시티 데시앙 2차 7BL,11,1161,전라북도,전북 전주시 덕진구,"최저 -2 층 ~ 최고 29층, 6동",일반분양,643,643,0,0,8039803,20160727,20160817
(주)포스코건설,"(주)포스코건설,",전주 에코시티 더샵 3차(전주 OO부대이전부지 11BL),11,1161,전라북도,전북 전주시 덕진구,"최저 -2 층 ~ 최고 29층, 7동",일반분양,644,644,0,0,8088356,20160930,20161025
아시아신탁(주),"(주)케이씨씨건설,",전주 에코시티 13BL KCC스위첸,11,1161,전라북도,전북 전주시 덕진구,"최저 -2 층 ~ 최고 30층, 11동",일반분양,966,948,0,0,7970577,20160824,20160920
디엘건설(주),"디엘건설(주),",우아주공2단지 주택재건축정비사업,11,1161,전라북도,전북 전주시 덕진구,"최저 -2 층 ~ 최고 24층, 10동",재건축,759,220,530,0,7849804,20160811,20160818
진주씨엔씨(주),"성찬종합건설(주),",순창 온리뷰아파트,11,1195,전라북도,전북 순창군,"최저 -1 층 ~ 최고 15층, 3동",일반분양,170,165,0,0,5548678,20160415,20160503
대한토지신탁(주),"(주)포스코건설,",에코시티 더샵 2차(전주 OO부대이전부지 도시개발사업 공동 10블럭),11,1161,전라북도,전북 전주시 덕진구,"최저 -1 층 ~ 최고 19층, 6동",일반분양,710,702,0,0,7949823,20160310,20160324
(유)도원주택,"(유)하이텍건설,",전북 장수군 장계리 도원파크뷰 아파트,11,1197,전라북도,전북 장수군,"최저 -1 층 ~ 최고 11층, 1동",일반분양,40,40,0,0,6101092,20160627,20160628
코리아신탁(주),"윤진종합건설(주),",고창 리안채 그린시티,11,1185,전라북도,전북 고창군,"최저 6 층 ~ 최고 6층, 7동",일반분양,160,160,0,0,6245007,20160610,20160616
서울시니어스타워(주),"세움건설(주),",고창 석정리 712-2번지 공동주택 신축공사,11,1185,전라북도,전북 고창군,"최저 0 층 ~ 최고 0층, 0동",일반분양,48,48,0,0,7952794,20160624,20160712
(주)한국토지신탁,"(주)대림종합건설,",임실 코아루 더베스트 아파트,11,1166,전라북도,전북 임실군,"최저 -1 층 ~ 최고 18층, 4동",일반분양,230,230,0,0,6434895,20160524,20160613
코리아신탁(주),"디엘건설(주),디엘이앤씨(주)",군산 디오션시티 e편한세상,11,1173,전라북도,전북 군산시,"최저 29 층 ~ 최고 29층, 6동",일반분양,854,854,0,0,7168932,20160520,20160607
중흥에스클래스(주),"중흥토건(주),",전주 만성지구 C-2블럭 중흥S-클래스,11,1161,전라북도,전북 전주시 덕진구,"최저 -2 층 ~ 최고 20층, 9동",일반분양,629,615,0,0,8098616,20160225,20160316
(주)하나자산신탁,"남해종합건설(주),남해종합개발(주)",전주 반월동 오네뜨아파트,11,1161,전라북도,전북 전주시 덕진구,"최저 -1 층 ~ 최고 29층, 5동",일반분양,335,328,0,0,7147209,20160128,20160217
(주)하나자산신탁,"지에스건설(주),",전주 에코시티자이,11,1161,전라북도,전북 전주시 덕진구,"최저 -1 층 ~ 최고 24층, 9동",일반분양,656,640,0,0,7684420,20151028,20151118
골드종합건설(주),"보광종합건설(주),",전주 평화동 골드클래스,11,1160,전라북도,전북 전주시 완산구,"최저 -1 층 ~ 최고 28층, 4동",일반분양,415,396,0,0,7485285,20151030,20151118
(주)모듬디엔씨,"삼보건설(주),(유)뜰안에종합건설,(유)뜰안에,(주)수형종합건설",고창 가온채 아파트,11,1185,전라북도,전북 고창군,"최저 1 층 ~ 최고 17층, 2동",일반분양,98,98,0,0,6580077,20160304,20160304
(주)제일건설,"(주)제일건설,",군산시 조촌동 센트럴파크 지역주택조합,11,1173,전라북도,전북 군산시,"최저 3 층 ~ 최고 36층, 4동",지역조합,513,239,241,0,8544044,20150724,20150817
(주)풍산건설,"(합자)성화종합건설,",남원시 월락동 풍산누리안 공공임대아파트,11,1190,전라북도,전북 남원시,"최저 1 층 ~ 최고 15층, 5동",일반분양,219,0,0,207,2806702,20160317,20140805
골드종합건설(주),"보광종합건설(주),",목포시 연산동 골드클래스,12,1230,전라남도,전남 목포시,"최저 -2 층 ~ 최고 20층, 5동",일반분양,330,315,0,0,7078042,20161130,20161219
(주)한국토지신탁,"(주)신일,",장흥 코아루 해피트리,12,1229,전라남도,전남 장흥군,"최저 13 층 ~ 최고 17층, 6동",일반분양,382,374,0,0,6860831,20161102,20161122
(주)중흥개발,"중흥건설(주),",광양만권경제자유구역 신대배후단지 B2-1블록 중흥S-클래스,12,1240,전라남도,전남 순천시,"최저 -2 층 ~ 최고 29층, 12동",일반분양,1487,1464,0,0,7164756,20161027,20161115
(주)한국토지신탁,"파인건설(주),",해남 코아루 더베스트(2단지),12,1236,전라남도,전남 해남군,"최저 -2 층 ~ 최고 20층, 1동",일반분양,67,67,0,0,7273149,20161226,20170111
(주)한국토지신탁,"파인건설(주),",해남 코아루 더베스트(1단지),12,1236,전라남도,전남 해남군,"최저 -2 층 ~ 최고 20층, 5동",일반분양,313,313,0,0,7761359,20161226,20170110
(주)뉴캐슬씨앤디,"(주)미래종합건설,",강진 뉴캐슬아파트,12,1227,전라남도,전남 강진군,"최저 -1 층 ~ 최고 14층, 1동",일반분양,99,99,0,0,7407975,20161121,20161128
골드종합건설(주),"보광종합건설(주),",여수 관문동 골드클래스,12,1250,전라남도,전남 여수시,"최저 -1 층 ~ 최고 18층, 5동",일반분양,288,286,0,0,7765933,20161007,20161025
(주)중앙,"중앙건설(주),",전남 장흥군 건산리 태성갤러리(민영)아파트,12,1229,전라남도,전남 장흥군,"최저 -1 층 ~ 최고 9층, 1동",일반분양,44,44,0,0,6566904,20160728,20160816
아시아신탁(주),"(주)한화건설,",여수 웅천지구 꿈에그린 C4-3 블록(2단지),12,1250,전라남도,전남 여수시,"최저 -3 층 ~ 최고 29층, 17동",일반분양,1634,1448,0,0,8117092,20160629,20160719
지엘건설개발(주),"지엘건설(주),",영광 단주리 지엘리베라움,12,1213,전라남도,전남 영광군,"최저 1 층 ~ 최고 15층, 2동",일반분양,170,170,0,0,5762293,20160819,20160905
아시아신탁(주),"(주)한화건설,",여수 웅천지구 꿈에그린 C4-2 블록(1단지),12,1250,전라남도,전남 여수시,"최저 -2 층 ~ 최고 29층, 5동",일반분양,433,333,0,0,8200659,20160629,20160719
(주)근홍주택,"(주)동우건설,",전남 영광 동우 아스트로 아파트,12,1213,전라남도,전남 영광군,"최저 0 층 ~ 최고 14층, 1동",일반분양,61,61,0,0,6160845,20160630,20160719
(주)대명건설산업,"(주)대명건설산업,",곡성 대명해피니스,12,1216,전라남도,전남 곡성군,"최저 -1 층 ~ 최고 4층, 3동",일반분양,51,51,0,0,5478494,20160401,20160402
세움건설(주),"세움건설(주),",전남 나주시 송월동 달빛마을 세움트리 지역주택조합아파트,12,1220,전라남도,전남 나주시,"최저 -1 층 ~ 최고 20층, 4동",지역조합,266,103,163,0,6489536,20160602,20160622
라온주택(주),"승원종합건설(주),",목포시 용해동 센트럴팰리체,12,1230,전라남도,전남 목포시,"최저 -1 층 ~ 최고 20층, 1동",일반분양,80,80,0,0,6513938,20160330,20160418
정호건설(주),"양우건설(주),",나주 남평 도시개발사업지구 양우내안애 2차아파트,12,1220,전라남도,전남 나주시,"최저 -1 층 ~ 최고 29층, 11동",일반분양,912,896,0,0,6466186,20160317,20160322
(유)숲안애,"(주)다온건설,",전남 영광군 단주리 숲안애아파트,12,1213,전라남도,전남 영광군,"최저 -1 층 ~ 최고 19층, 3동",일반분양,101,86,0,0,6069019,20160623,20160711
(주)신우,"청림종합건설(주),",청림 모드니애 아파트,12,1239,전라남도,전남 진도군,"최저 0 층 ~ 최고 12층, 1동",일반분양,47,47,0,0,5609614,20160518,20160607
(주)우주,"(주)대산건설,",해남베네파크아파트,12,1236,전라남도,전남 해남군,"최저 0 층 ~ 최고 15층, 1동",일반분양,60,60,0,0,6776268,20160308,20160328
티에스자산개발(주),"(주)호반산업,",순천오천지구 B1블럭 호반베르디움,12,1240,전라남도,전남 순천시,"최저 -1 층 ~ 최고 20층, 8동",일반분양,646,642,0,0,4965854,20151118,20151207
중흥산업개발(주),"중흥건설(주),",광양만권경제자유구역 신대배후단지 B4블럭 중흥에스클래스,12,1240,전라남도,전남 순천시,"최저 -2 층 ~ 최고 29층, 17동",일반분양,955,931,0,0,6987740,20151020,20151110
(주)아라마루,"새천년종합건설(주),",목포 백련지구 천년가,12,1230,전라남도,전남 목포시,"최저 1 층 ~ 최고 15층, 9동",일반분양,448,433,0,0,6421307,20151111,20151201
수양건설(유),"대선건설(주),",무안 해시앙아파트,12,1234,전라남도,전남 무안군,"최저 -1 층 ~ 최고 17층, 2동",일반분양,180,175,0,0,6064868,20151014,20151102
진아건설(주),"아이리스건설(주),(주)리채",순천 오천지구 진아리채 파크원,12,1240,전라남도,전남 순천시,"최저 1 층 ~ 최고 17층, 8동",일반분양,425,0,0,420,2973766,20160608,20150706
(주)리젠시빌건설,"(주)호반건설,(주)리젠시빌주택",여수 죽림지구 Ab-1블럭 호반베르디움,12,1250,전라남도,전남 여수시,"최저 -2 층 ~ 최고 20층, 4동",일반분양,285,269,0,0,6949827,20150603,20150622
(주)리채,"(주)리채,아이리스건설(주)",전남 광양시 중동 진아리채2차아파트 신축공사,12,1245,전라남도,전남 광양시,"최저 -2 층 ~ 최고 29층, 7동",일반분양,622,616,0,0,6640041,20161019,20141015
중흥산업개발(주),"중흥건설(주),",광주전남혁신도시 B10블럭 중흥S-클래스 리버티,12,1220,전라남도,전남 나주시,"최저 -1 층 ~ 최고 20층, 11동",일반분양,712,0,0,698,2596858,20160527,20140723
대방산업개발(주),"대방건설(주),",나주 대호지구 대방노블랜드 2차 공공임대아파트,12,1220,전라남도,전남 나주시,"최저 -1 층 ~ 최고 18층, 10동",일반분양,376,0,0,370,2954892,20140403,20140421
골드디움(주),"보광종합건설(주),",구미 국가산업단지 확장단지(15블럭) 골드디움 아파트,13,1330,경상북도,경북 구미시,"최저 -2 층 ~ 최고 23층, 9동",임대분양,631,0,0,615,7419896,,20171220
한국자산신탁(주),"(주)화성개발,",용상 화성파크드림,13,1360,경상북도,경북 안동시,"최저 -1 층 ~ 최고 20층, 5동",일반분양,240,240,0,0,7727964,20161124,20161213
(주)호반산업,"(주)호반산업,(주)호반건설",경산임당 공동1블럭 호반베르디움,13,1312,경상북도,경북 경산시,"최저 -2 층 ~ 최고 27층, 7동",일반분양,592,587,0,0,10105010,20161031,
진흥기업(주),"진흥기업(주),",구미 공단2주공300단지 주택재건축 정비사업,13,1330,경상북도,경북 구미시,"최저 -2 층 ~ 최고 19층, 6동",재건축,528,280,248,0,7455017,20161102,20161116
한국자산신탁(주),"(주)대림종합건설,",상주 낙양동 대림다미아 아파트 신축공사,13,1342,경상북도,경북 상주시,"최저 -1 층 ~ 최고 18층, 4동",일반분양,153,153,0,0,7062350,20160810,20160824
신안건설산업(주),"신안건설산업(주),",원평주공아파트 주택재건축정비사업_구미신안실크밸리,13,1330,경상북도,경북 구미시,"최저 -3 층 ~ 최고 18층, 11동",재건축,603,236,367,0,7742601,20160819,20160907
롯데건설(주),"롯데건설(주),",도량일이주공아파트 주택재건축정비사업,13,1330,경상북도,경북 구미시,"최저 15 층 ~ 최고 29층, 10동",재건축,1260,351,909,0,8698420,20160929,20161019
(주)한국토지신탁,"(주)홍성건설,",청도 코아루 블루핀아파트,13,1314,경상북도,경북 청도군,"최저 16 층 ~ 최고 16층, 3동",일반분양,258,258,0,0,6818975,20160829,20160902
아시아신탁(주),"(주)대우건설,",경주 현곡지구 B-1블럭 현곡2차 푸르지오,13,1380,경상북도,경북 경주시,"최저 -2 층 ~ 최고 25층, 15동",일반분양,1702,1671,0,0,7658261,20160811,20160831
(주)한국토지신탁,"에스지신성건설(주),",안동 노하 코아루 미소지움,13,1360,경상북도,경북 안동시,"최저 -2 층 ~ 최고 20층, 4동",일반분양,227,227,0,0,7205095,20160330,20160419
(주)한국토지신탁,"대우조선해양건설(주),",포항 신문덕코아루,13,1390,경상북도,경북 포항시 남구,"최저 -2 층 ~ 최고 30층, 8동",일반분양,745,745,0,0,7352122,20160331,20160419
(주)하나자산신탁,"(주)대송,",포항 효자동 테라비아타 신축사업,13,1390,경상북도,경북 포항시 남구,"최저 -1 층 ~ 최고 5층, 9동",일반분양,188,172,0,0,12380259,20160329,
(주)서희건설,"(주)서희건설,",포항 오천지역주택조합,13,1390,경상북도,경북 포항시 남구,"최저 9 층 ~ 최고 18층, 8동",지역조합,652,170,458,0,7194783,20160830,20160905
(주)하나자산신탁,"금호건설(주),",구미 형곡 금호어울림 포레 2차,13,1330,경상북도,경북 구미시,"최저 -1 층 ~ 최고 29층, 3동",일반분양,255,255,0,0,8584560,20160616,20160705
(주)한국토지신탁,"(주)태왕이앤씨,",칠곡 왜관 태왕 아너스센텀,13,1318,경상북도,경북 칠곡군,"최저 -2 층 ~ 최고 26층, 6동",일반분양,742,728,0,0,7199823,20160602,20160621
한국자산신탁(주),"에스지신성건설(주),",영천 '완산 미소지움 2차'아파트 신축공사,13,1370,경상북도,경북 영천시,"최저 -2 층 ~ 최고 28층, 6동",일반분양,784,773,0,0,7443286,20160512,20160519
대한토지신탁(주),"신구건설(주),",경주 천북지구 휴엔하임 퍼스트 신축공사,13,1380,경상북도,경북 경주시,"최저 -1 층 ~ 최고 20층, 11동",일반분양,659,659,0,0,6898190,20160225,20160315
한아건설(주),"혜림건설(주),",경북도청이전신도시 B1-3블럭 모아엘가 에듀파크,13,1357,경상북도,경북 예천군,"최저 -2 층 ~ 최고 26층, 7동",일반분양,603,593,0,0,6949273,20160217,20160309
(주)해성디엔씨,"(주)우방,",포항 우방 아이유쉘 센트럴 아파트,13,1391,경상북도,경북 포항시 북구,"최저 -2 층 ~ 최고 31층, 4동",일반분양,486,478,0,0,8497840,20160218,20160224
(주)한국토지신탁,"에스지씨이테크건설(주),",예천 이테크 코아루 아파트,13,1357,경상북도,경북 예천군,"최저 19 층 ~ 최고 19층, 4동",일반분양,272,272,0,0,6698868,20160112,20160118
(주)코람코자산신탁,"에스지신성건설(주),",경주 외동 미소지움,13,1380,경상북도,경북 경주시,"최저 -2 층 ~ 최고 15층, 12동",일반분양,816,793,0,0,6433844,20151210,20151228
(주)한빛이앤디,"(주)협성건설,",협성휴포레・왜관 아파트,13,1318,경상북도,경북 칠곡군,"최저 26 층 ~ 최고 26층, 6동",일반분양,616,606,0,0,7102529,20150702,20150721
중흥에스클래스(주),"중흥토건(주),",경북 구미시 중흥에스클래스 에코시티 아파트,13,1330,경상북도,경북 구미시,"최저 -2 층 ~ 최고 25층, 21동",일반분양,1557,1532,0,0,7047971,20160226,20141104
삼도주택(주),"삼도건설(주),",학천 삼도 뷰엔빌 SMART,13,1391,경상북도,경북 포항시 북구,"최저 29 층 ~ 최고 29층, 4동",일반분양,368,360,0,0,6425592,20160317,20130827
(주)부영주택,"(주)부영주택,",영주시 가흥동 1620번지 부영아파트 신축공사,13,1350,경상북도,경북 영주시,"최저 -1 층 ~ 최고 28층, 15동",임대분양,1582,0,0,1564,2914873,20160616,20151125
아시아신탁(주),"현대건설(주),",창원 힐스테이트 아티움시티 주상복합,14,1447,경상남도,경남 창원시 의창구,"최저 -4 층 ~ 최고 49층, 4동",일반분양,1288,1132,0,0,12883765,20161220,
(주)지원디엔아이,"영일개발(주),",창원 안민동 위드필하임 아파트 신축공사,14,1444,경상남도,경남 창원시 성산구,"최저 2 층 ~ 최고 23층, 3동",일반분양,172,172,0,0,9705211,20161206,20161226
(주)한국토지신탁,"(주)오렌지이앤씨,",창녕 코아루 더파크,14,1435,경상남도,경남 창녕군,"최저 -1 층 ~ 최고 20층, 6동",일반분양,3919,391,0,0,6764965,20161201,20161219
한국자산신탁(주),"(주)유탑건설,(주)유탑엔지니어링",양산 유탑 유블레스 하늘리에 신축공사,14,1426,경상남도,경남 양산시,"최저 -2 층 ~ 최고 20층, 8동",일반분양,643,635,0,0,7870217,20161124,20161211
(주)하나자산신탁,"디엘(주),",밀양시 내이동 공동주택 신축공사,14,1427,경상남도,경남 밀양시,"최저 -2 층 ~ 최고 29층, 4동",일반분양,441,441,0,0,8208696,20161124,20161128
한국자산신탁(주),"(주)서희건설,",양산 서희스타힐스,14,1426,경상남도,경남 양산시,"최저 -2 층 ~ 최고 34층, 7동",일반분양,687,687,0,0,7450853,20161110,20161129
한국자산신탁(주),"흥한주택종합건설(주),",함양 웰가센트뷰,14,1476,경상남도,경남 함양군,"최저 -1 층 ~ 최고 26층, 4동",일반분양,345,336,0,0,7246126,20161104,20161122
대화건설(주),"대화건설(주),",대화 파크리네르,14,1464,경상남도,경남 사천시,"최저 1 층 ~ 최고 14층, 2동",일반분양,80,80,0,0,6602087,20161117,20161212
(주)코람코자산신탁,"대보건설(주),",진해 남문 하우스디,14,1446,경상남도,경남 창원시 진해구,"최저 -2 층 ~ 최고 25층, 4동",일반분양,299,299,0,0,7855906,20161209,20161228
한국자산신탁(주),"두산중공업(주),",양산 두산위브 신축공사,14,1426,경상남도,경남 양산시,"최저 -2 층 ~ 최고 0층, 0동",일반분양,1358,1337,0,0,7982701,20161207,20161227
(주)삼정이앤시,"(주)삼정이앤시,(주)삼정기업",창원 진동 삼정그린코아,14,1443,경상남도,경남 창원시 마산합포구,"최저 -1 층 ~ 최고 29층, 10동",일반분양,892,892,0,0,7297741,20161202,20161219
(주)태영유니시티,"(주)태영건설,중앙건설(주),(주)반도건설,(주)대저건설,우람종합건설(주),청호건설(주)",창원 중동 유니시티 4단지,14,1447,경상남도,경남 창원시 의창구,"최저 4 층 ~ 최고 42층, 12동",일반분양,1804,1768,0,0,12984999,20161031,
(주)신우산업개발,"(주)신우종합토건,",의령 동동지구 신우희가로 아파트 신축공사,14,1436,경상남도,경남 의령군,"최저 1 층 ~ 최고 18층, 5동",일반분양,322,322,0,0,6411373,20161124,20161212
대한토지신탁(주),"성우건설(주),",양산 교동 공동주택신축공사(2단지),14,1426,경상남도,경남 양산시,"최저 -3 층 ~ 최고 18층, 2동",일반분양,124,124,0,0,7835705,20160715,20160802
대한토지신탁(주),"성우건설(주),",양산 교동 공동주택신축공사(1단지),14,1426,경상남도,경남 양산시,"최저 -2 층 ~ 최고 20층, 2동",일반분양,164,164,0,0,7401429,20160715,20160802
(주)대경종합건설,"대경건설(주),",진주 정촌 대경 파미르 공동주택 신축공사(예하리 1286),14,1460,경상남도,경남 진주시,"최저 -2 층 ~ 최고 20층, 22동",일반분양,1465,1465,0,0,7417393,20160818,20160906
우리자산신탁(주),"디엘건설(주),디엘이앤씨(주)",김해 e편한세상 장유2차,14,1421,경상남도,경남 김해시,"최저 -1 층 ~ 최고 25층, 7동",일반분양,512,512,0,0,8919249,20160707,20160726
중봉산업개발(주),"중흥토건(주),",경남 진주혁신도시 A-12블록 중흥S-클래스,14,1460,경상남도,경남 진주시,"최저 -2 층 ~ 최고 24층, 16동",일반분양,1168,1143,0,0,8435144,20160929,20161019
현대엔지니어링(주),"현대엔지니어링(주),",진주 초장1지구 1BL(힐스테이트 초전),14,1460,경상남도,경남 진주시,"최저 -1 층 ~ 최고 33층, 9동",일반분양,1089,1070,0,0,8535897,20160921,20161011
(주)우성종합건설,"(주)우성종합건설,",동양산 우성스마트시티뷰,14,1426,경상남도,경남 양산시,"최저 -2 층 ~ 최고 34층, 6동",일반분양,618,604,0,0,8092861,20160928,20161017
(주)한국토지신탁,"(주)홍성건설,",통영 죽림 코아루 1단지,14,1450,경상남도,경남 통영시,"최저 -3 층 ~ 최고 19층, 6동",일반분양,403,396,0,0,8342540,20160421,20160509
(주)형제종합건설,"(주)형제토건,",남지르마레 아파트 신축공사,14,1435,경상남도,경남 창녕군,"최저 1 층 ~ 최고 8층, 2동",일반분양,39,39,0,0,5928848,20160422,20160419
