Date_x,"BPS(지배, Adj.)(원/주)",BPS증가율(YoY)(비율),BS_Additional Paid-In Capital,BS_Contract Assets - Long Term,BS_Deferred Income Tax - Current Liability,BS_Deferred Income Tax - LT Liability,BS_Deferred Revenue - Long Term,BS_Earnings Quality Score,BS_LT Investments - Other,BS_Long Term Investments,BS_Minimum Pension Liability Adjustment,BS_Minority Interest - Non Redeemable,BS_Note Receivable - Long Term,BS_Oper. Lse. Pymts. Due in Year 6 & Beyond,BS_Operating Lease Payments Due in Year 1,BS_Other Comprehensive Income,"BS_Other Current Assets, Total",BS_Other Current Liabilities,BS_Other Equity,"BS_Other Equity, Total",BS_Other Long Term Assets,BS_Other Long Term Liabilities,BS_Other Property/Plant/Equipment - Gross,"BS_Property/Plant/Equipment, Total - Gross",BS_Shares Outs - Common Stock Primary Issue,BS_Short Term Investments,BS_Total Common Shares Outstanding,BS_Total Long Term Debt,"BS_Total Operating Leases, Supplemental",BS_Translation Adjustment,BS_Treas Shares - Common Stock Prmry Issue,BS_Treasury Stock - Common,CAPEX(천원),CF_Accounts Payable,CF_Accounts Receivable,CF_Accrued Expenses,CF_Cash Interest Paid,CF_Cash Taxes Paid,"CF_Issuance (Retirement) of Debt, Net","CF_Issuance (Retirement) of Stock, Net","CF_Long Term Debt, Net",CF_Net Cash - Beginning Balance,CF_Net Change in Cash,CF_Non-Cash Items,CF_Other Assets,CF_Other Financing Cash Flow,"CF_Other Investing Cash Flow Items, Total",CF_Other Liabilities,CF_Other Non-Cash Items,CF_Purchase of Fixed Assets,CF_Purchase of Investments,CF_Repurchase/Retirement of Common,CF_Sale of Business,CF_Sale/Maturity of Investment,"CF_Short Term Debt, Net",CF_Total Cash Dividends Paid,EBITDA2마진율(비율),"FS_Average Net Trade Cycle Days, TTM","FS_Average Payables Payment Days, TTM",FS_Earnings Retention Rate,"FS_Free Cash Flow Yield - %, TTM",FS_Income Tax Rate - %,FS_Income before Tax Margin - %,"FS_Income before Tax Margin - %, TTM",FS_Interest Coverage Ratio,FS_Net Cash Flow from Operating Activities,"FS_Payables Turnover, TTM","FS_Pretax ROA - %, TTM",FS_ROIC,"FS_Reinvestment Rate - %, TTM","FS_Tax Complement, TTM",FS_Total Debt Percentage of Total Equity,FS_Working Capital to Total Assets,Free Cash Flow2(천원),Gross Investment (GI),IS_DPS - Common Stock Primary Issue,"IS_Depreciation, Supplemental",IS_Dilution Adjustment,IS_Dividends per Share - Com Stock Issue 3,IS_Gross Dividends - Common Stock,"IS_Interest Expense, Net Non-Operating","IS_Interest Expense, Supplemental",IS_Interest Income - Non-Operating,IS_Interest/Invest Income - Non-Operating,IS_Investment Income - Non-Operating,"IS_Minority Interest, Supplemental","IS_Other, Net",IS_Provision for Income Taxes,Opex Margin,ROA(비율),ROE(지배)(비율),ROGI(%),단기투자자산,매출액(천원),매출액이익률(비율),매출액증가율(YoY)(연도),매출채권회전율,매출총이익(천원),무형자산,무형자산감상비 누계,무형자산회전율s,부채비율(비율),비유동비율(천원),순부채(천원),순이익률(비율),운전자본증감(천원),유동비율(비율),유형자산감상비 누계,이익잉여금(천원),이자보상율,인당매출s,인당순이익s,인당영업이익s,재고자산회전율(비율),채무총계,총자산회전율(비율),현금배당성향(%),EV_EBITDA
2016-10-01,9.793078078608715,-0.0958788364190484,3155,103,51,49,734,97,239,239,-798,617,51,903,517,54,820,102,994,-861,490,1699,2681,2681,621,3,642,25,2817,-1111,37,-2991,83.32,-103.4,-343.3,488.6,16.3,1425.5,0.1,-375.2,0.1,4905.6,-828.6,8.6,-71.6,-37.6,-605.1,-142.8,8.6,-84.6,0.0,-587.9,814.5,0.0,0.0,-750.1,17.84,50.48,18.01,0.25,5.81,20.39,15.63,17.09,436.99,1083.88,20.32,29.69,59.47,42.99,0.8,0.34,0.11,999.3,5415,0.0,154,46,0.0,750,-3,3,8,-130,-138,-55,132,271,0.1479013990672885,23.63,64.54,0.9640513272602604,4080,9006,32.06,0.0637845499645641,-26.23361491406933,2730,551,-299,67.46945036913978,175.6370500202238,1.223675340434138,-3435,12.44,-85.9,1.24,-1752,8114,1001.503759398496,0.0920260416666666,0.0111901041666666,0.0150260416666666,0.7922237860661506,27,1.74,0.7075471698113207,13.08
2017-01-01,9.227014143066604,-0.0109505706746136,3476,106,51,53,741,94,190,190,-805,651,53,903,517,94,959,34,875,-864,538,1549,2800,2800,620,3,641,25,2817,-1028,42,-3600,98.35,-74.0,-304.4,-716.9,16.3,1425.5,0.4,-1052.7,0.4,4905.6,-1666.7,289.9,-263.5,-41.6,-844.8,48.2,277.5,-189.0,0.0,-1403.6,814.5,0.0,0.0,-750.1,15.95,49.86,18.29,1.0,5.48,20.68,13.45,15.41,286.38,154.7,20.01,27.22,47.63,32.14,0.77,0.32,0.12,1049.6,6899,1.21,154,38,0.0,0,-4,4,9,29,20,-48,-32,231,0.1298790230540972,21.07,51.57,0.7852179406190777,3241,8762,30.11,0.0434679052042397,-28.78449408672799,2504,573,-317,66.97706429925302,152.1220492214967,1.169638372677047,-2563,10.67,-1313.2,1.29,-1832,8953,4504.0,0.0907753247549019,0.0097084926470588,0.0133994117647058,0.8140096618357487,27,1.77,0.0,13.47
2017-04-01,9.179899165691438,-0.0665540380546684,3682,102,51,65,693,88,199,199,-527,709,51,903,517,126,1079,37,1085,-250,524,1538,2956,2956,618,3,639,25,2817,-935,46,-4109,134.13,-29.7,-238.2,-458.5,16.3,1425.5,0.5,-1391.3,0.5,4905.6,-1523.4,1047.2,-374.3,-78.2,-1256.7,-25.9,582.2,-324.8,0.0,-1992.2,814.5,0.0,0.0,-1498.7,17.7,51.59,18.97,-0.12,5.6,19.4,9.86,13.99,380.63,1792.57,19.29,23.72,43.19,27.24,0.79,0.31,0.1,2706.4,7080,0.0,153,23,0.0,749,-4,4,9,98,89,-35,-93,170,0.147055680239393,18.76,46.84,0.7869799391148232,3385,9357,32.81,0.0432601181848588,-39.28211586901764,2910,643,-354,63.76876779308606,158.7659157688541,1.215868740051427,-2648,7.95,-909.5,1.22,-1915,8845,929.7872340425532,0.0894350245098039,0.0089466727941176,0.0120548406862745,0.8349991076209173,28,1.7,1.062411347517731,13.42
2017-07-01,8.72804143800654,-0.076417318670207,3516,41,51,137,663,88,212,212,-441,761,41,1429,562,115,1082,34,1095,-1,516,1587,393,3053,616,3,636,22,3707,-770,23,-1649,189.86,173.7,-73.3,-117.7,15.8,1288.8,-2.1,-1973.0,-2.1,4905.6,-778.7,1344.5,-415.6,-86.4,-1718.0,-26.9,883.4,-515.9,0.0,-2649.1,814.5,0.0,0.0,-1498.7,16.71,47.27,21.56,1.0,5.16,23.9,14.12,13.25,264.17,1941.88,16.98,21.32,38.52,23.59,0.79,0.26,0.1,4457.1,7142,1.21,191,42,0.0,0,-5,5,12,108,96,-51,-112,309,0.1345296131106732,16.79,41.75,0.8693373901284652,4130,9641,31.55,0.0752844077626588,-131.5279672578445,2887,710,-385,59.76724887565993,153.5195530726257,1.183707676835401,-3344,10.75,-444.1,1.23,-1912,7082,1262.135922330097,0.0887707720588235,0.0083557598039215,0.0112334558823529,0.7969744564768124,25,1.61,0.0,13.62
2017-10-01,9.42540140564857,-0.0375445462610241,3755,79,51,121,688,75,227,227,-434,791,39,1429,562,97,1163,33,1188,53,497,1652,3123,3123,615,1,635,22,3707,-797,26,-2047,131.46,-220.0,-587.2,451.2,15.8,310.7,0.1,-323.4,0.1,4126.9,-445.1,208.2,-154.1,-38.5,-125.6,-110.2,208.2,-133.4,0.0,-563.1,0.0,0.0,0.0,-817.2,17.51,50.52,17.36,0.27,4.44,20.45,15.12,12.73,318.29,1005.84,21.08,22.01,39.8,24.2,0.79,0.25,0.11,872.5,7803,0.0,106,49,0.0,817,-5,5,11,2,-10,-65,-1,306,0.1515580736543909,17.34,43.15,0.8032985323044334,3682,9884,31.0,0.0974905618476571,-16.83242506811989,3064,692,-394,57.7056582836727,152.4060646011866,1.172269830806416,-2866,12.02,-585.9,1.25,-1964,7339,49933.33333333333,0.0885741176470588,0.0083858823529411,0.0112894117647058,0.8033159947984395,25,1.73,0.6871320437342304,14.83
2018-01-01,9.96288321846158,0.0797515928755705,4267,72,51,126,657,96,219,219,-427,756,36,1429,562,34,1175,48,885,-184,503,1728,3239,3239,618,3,637,26,3707,-676,29,-2552,128.67,-179.4,-467.5,-543.6,15.8,666.4,0.3,-983.9,0.3,4126.9,-531.8,567.5,-287.6,-81.4,-338.4,248.0,567.5,-266.2,0.0,-1367.1,0.0,0.0,0.0,-817.2,15.31,48.57,17.25,1.0,4.79,15.15,12.56,12.53,337.51,924.06,21.22,22.7,37.71,24.48,0.8,0.28,0.13,1663.6,8571,1.33,107,37,0.0,0,-4,4,9,66,56,-56,-113,189,0.130891109092744,18.2,42.23,0.7066580478345185,3598,9909,28.86,0.1309061858023282,-21.19572192513369,2860,729,-415,56.00680235968588,138.903232469276,1.120313952287514,-2814,10.66,-1257.6,1.31,-2042,8149,2090.322580645161,0.0895458823529411,0.0082941176470588,0.0114635294117647,0.8065934065934066,29,1.81,0.0,15.74
2018-04-01,10.06030682136513,0.0959060268291502,4934,85,51,132,636,94,209,209,-429,355,42,1429,562,-10,958,53,1111,-235,472,1938,3257,3257,641,3,642,26,3707,-907,33,-3201,172.43,-132.6,-652.3,7.5,15.8,1133.6,-0.5,-1420.4,-0.5,4126.9,-198.0,796.0,-242.0,-85.4,-434.8,258.0,796.0,-439.8,0.0,-2087.3,14.3,0.0,0.0,-1671.1,17.52,46.34,17.04,0.21,5.11,31.84,15.08,13.78,279.99,1987.54,21.48,25.43,41.68,27.49,0.77,0.28,0.12,3477.6,8357,0.0,102,7,0.0,854,-6,6,13,-72,-84,-15,55,513,0.152875175315568,19.5,46.1,0.7418539871736737,3932,10695,31.15,0.1429945495351075,-16.39583013950636,3332,688,-434,56.99976096578375,137.3035313329251,1.114014494232928,-3548,10.28,-660.5,1.29,-2028,8297,2096.153846153846,0.0908300653594771,0.008992331154684,0.0129691503267973,0.8669044338169734,29,1.85,0.7770700636942676,14.42
2018-07-01,10.08774143541196,0.1557852362483712,4871,23,51,126,618,95,216,216,-419,360,23,1429,562,-84,1025,76,1235,-344,499,2017,3126,3126,639,3,640,20,3707,-1075,24,-2117,179.38,-168.0,-710.8,646.4,15.8,1373.2,-4.2,-1885.9,-4.2,4126.9,934.5,984.5,-510.1,-147.8,-630.4,365.3,984.5,-619.2,0.0,-2639.1,20.2,0.0,0.0,-1671.1,16.23,45.75,18.45,1.0,4.88,28.03,13.87,14.17,285.21,2109.26,19.83,24.64,39.78,26.58,0.76,0.23,0.14,5407.5,7636,1.33,192,2,0.0,0,-5,5,23,-54,-76,-19,46,408,0.13994668697639,18.64,43.88,0.7983488970090675,5065,10504,30.82,0.0895135359402552,-14.77771525042206,3238,687,-449,58.71055293740972,135.8803666184274,1.048046309696093,-4680,9.98,-193.2,1.34,-1862,7952,2491.525423728814,0.0910298910675381,0.0090433986928104,0.0131129411764705,0.7731488296776093,25,1.74,0.0,15.19
2018-10-01,8.26930411074776,-0.1226576190386937,5177,53,51,136,601,87,232,232,-399,377,26,1429,562,4,1150,25,1343,-135,523,1914,3172,3172,637,3,638,20,3707,-1084,28,-2748,72.89,-14.5,-536.9,81.1,15.8,297.2,-0.4,-522.1,-0.4,5061.4,-697.6,204.3,-155.8,-8.2,-195.2,-3.5,204.3,-77.7,0.0,-788.3,0.4,0.0,0.0,-931.5,17.36,51.04,16.87,0.27,5.1,19.82,15.19,14.2,361.6,1027.51,21.69,23.85,36.75,23.9,0.76,0.19,0.13,949.8,10681,0.0,103,2,0.0,931,-5,5,20,-29,-49,-17,15,319,0.15359230624175,18.1,40.3,0.6524561783163817,4367,10606,31.09,0.0730473492513152,-19.75414416092382,3297,697,-416,59.64395869785291,110.6483672503549,1.038409969240476,-3966,12.18,-677.1,1.33,-1929,10384,4791.176470588235,0.0908801742919389,0.0091764705882352,0.0131372549019607,0.7833087149187592,25,1.68,0.721146398140976,14.57
2019-01-01,7.245270822734957,-0.2727736877102795,5783,41,51,140,607,90,229,229,-392,392,21,1429,562,-32,1214,43,955,-512,548,1871,3310,3310,638,3,639,20,3707,-1042,32,-3358,144.6,28.7,-481.9,-555.9,15.8,645.4,-0.9,-1349.9,-0.9,5061.4,-596.5,513.9,-282.6,-11.9,-507.1,429.2,513.9,-217.5,0.0,-1796.1,1.8,0.0,0.0,-931.5,15.36,50.11,17.71,1.0,5.62,17.11,13.16,14.33,246.77,1359.65,20.66,23.97,37.06,23.7,0.76,0.18,0.13,2169.7,11363,1.46,111,2,0.0,0,-6,6,19,-10,-29,-16,5,236,0.1325808303041898,18.13,39.21,0.6141266178388682,4468,10454,29.22,0.0550005045917851,-21.69329736459846,3054,732,-443,60.33278687028763,105.3685236559946,1.016495463747469,-4052,10.91,-940.4,1.35,-2027,11422,9246.666666666666,0.0905399064774961,0.0095786704925872,0.0131328311812529,0.7557290537121376,24,1.67,0.0,14.07
2019-04-01,8.05898728760911,-0.1989322561719301,6059,20,51,149,572,87,235,235,-386,406,20,1429,562,64,1235,18,1196,-271,588,1873,3416,3416,637,3,638,20,3707,-1145,35,-3761,140.26,94.1,-493.7,-68.0,15.8,1052.5,-1.0,-1530.1,-1.0,5061.4,-292.2,771.2,-373.1,-23.3,-1022.0,326.5,771.2,-357.7,0.0,-2284.6,27.9,0.0,0.0,-1861.7,17.47,48.55,18.28,0.26,5.25,25.56,15.35,14.41,321.23,2123.54,20.02,23.92,38.56,23.93,0.77,0.17,0.13,4153.0,11533,0.0,109,2,0.0,930,-5,5,21,11,-10,-19,-19,436,0.1547747747747748,18.48,39.76,0.6238310708898944,4772,11100,31.79,0.0378681626928472,-22.48328944703261,3528,844,-469,57.93938749852526,104.9646938924074,1.020164519181772,-4343,11.43,-566.7,1.34,-2075,11709,28633.33333333333,0.089800228492481,0.0098469897444072,0.0130626095966842,0.7848960543063216,24,1.66,0.7328605200945626,16.22
2019-07-01,8.3802889720808,-0.1692601336248893,5804,71,51,133,565,86,240,240,-672,419,71,1429,562,39,1225,51,1412,-429,560,1985,3347,3347,636,3,636,16,3707,-1208,19,-1388,241.26,177.2,-526.3,386.9,15.8,1587.3,-4.8,-1842.7,-4.8,5061.4,1065.5,1005.7,-489.8,-58.0,-1156.6,593.5,1005.7,-599.0,0.0,-2691.1,28.0,0.0,0.0,-1861.7,16.39,47.69,18.33,1.0,4.68,26.6,14.12,14.47,209.78,2116.25,19.96,23.05,37.48,23.55,0.78,0.15,0.15,6027.9,10757,1.46,118,1,0.0,0,-7,7,27,4,-24,-15,-7,415,0.1421852387843705,17.87,38.58,0.6855869080628499,6130,11056,31.07,0.0525514089870524,-21.00703021090633,3435,841,-499,55.79597674644008,106.7457838850718,0.9951419251856478,-5689,10.36,-21.4,1.4,-1956,10422,39275.0,0.0893872416175142,0.0098997289972899,0.0130530846484935,0.7155523914309754,23,1.59,0.0,17.71
2019-10-01,8.002686787128521,-0.0322418089900347,6162,58,51,145,585,92,279,279,-664,434,58,730,545,53,1215,24,1526,-255,565,4425,3483,3483,635,3,636,16,3362,-1170,22,-1977,95.06,-61.9,-436.9,-261.6,15.8,292.8,-0.6,-428.8,-0.6,6126.9,-316.3,154.0,-101.1,-11.1,-70.8,-401.7,154.0,-95.1,0.0,-729.2,39.2,0.0,0.0,-507.7,17.48,51.36,17.73,0.63,4.42,23.63,15.85,14.65,322.85,786.91,20.64,21.52,34.0,24.59,0.77,0.13,0.13,691.8,12009,0.8,97,2,0.0,508,-5,5,27,-29,-57,-18,68,425,0.1556475041817061,16.47,34.92,0.5679153812252093,5814,11359,32.11,0.0709975485574203,-25.9990844586862,3648,829,-540,54.28138465522718,118.7050834047603,1.158106415243621,-5360,12.11,-1178.3,1.39,-2096,11236,5048.571428571428,0.0893678861788618,0.009880081300813,0.0130955284552845,0.7278610790721517,20,1.47,0.3694545454545455,17.27
2020-01-01,8.475939052951361,0.1698581406170059,6885,57,51,167,630,94,284,284,-654,446,57,796,377,68,1447,22,1096,-707,598,4414,3617,3617,637,4,638,13,3390,-1218,25,-2571,165.37,-121.0,-320.7,-831.6,15.8,796.2,-0.4,-1198.9,-0.4,6126.9,-690.4,477.9,-438.5,-19.9,-502.7,32.8,477.9,-260.4,0.0,-1699.3,79.2,0.0,0.0,-1018.3,15.67,50.43,17.88,0.59,5.07,17.06,13.55,14.72,173.8,1530.64,20.47,21.6,33.63,20.98,0.77,0.12,0.13,2057.1,12809,0.8,123,2,0.0,511,-9,9,21,20,-1,-17,9,257,0.1336384850116676,16.56,34.51,0.5415356610954823,5440,11142,30.15,0.0658121293284867,-34.74275023386343,3359,908,-563,52.27088900033202,116.5115677911335,1.169499192245557,-4974,11.24,-1716.2,1.38,-2192,11868,13536.36363636364,0.0901396815450367,0.0100362399177351,0.0132191105112632,0.7232716650438169,20,1.47,0.40814696485623,15.19
2020-04-01,6.776133919715518,-0.1591829496822772,7190,53,51,208,639,94,271,271,-643,469,53,931,180,-33,1355,47,1338,-657,606,4656,3684,3684,636,4,637,60,3443,-1318,28,-3085,149.98,-245.7,-96.4,-475.2,15.8,993.8,-0.2,-1476.4,-0.2,6126.9,315.4,795.2,-483.8,-31.1,-1237.8,196.2,795.2,-410.4,0.0,-2326.0,84.9,0.0,0.0,-1527.9,17.89,49.93,17.77,0.59,5.01,25.47,15.29,14.71,345.24,2741.47,20.6,20.73,32.36,23.02,0.77,0.42,0.12,4648.6,12470,0.8,119,2,0.0,508,-5,5,13,-4,-17,-24,-23,428,0.1558547902829588,15.9,33.28,0.5449318835145607,6446,10991,32.1,-0.0098198198198198,-114.0145228215768,3529,1032,-594,49.76942403100912,118.9146996378169,1.180830471433032,-5908,11.4,-1030.5,1.37,-2239,12566,19033.33333333334,0.0893000498087984,0.0099224669815868,0.0131126160866351,0.6807258763780503,69,1.41,0.4054269752593775,16.98
2020-07-01,8.13871891190757,-0.0288259821323617,7167,43,51,180,691,95,325,325,-615,499,43,623,771,64,1393,47,1585,24,617,4824,3859,3859,634,94,635,54,3424,-1010,24,-2566,188.72,-359.7,721.5,-7.8,15.8,1360.0,-6.7,-1960.5,-6.7,6126.9,2288.5,953.9,-503.5,-46.6,-1295.4,226.1,953.9,-599.1,0.0,-2915.8,230.4,0.0,0.0,-2035.2,16.97,47.75,18.07,0.61,4.92,26.8,16.46,15.28,109.79,3156.13,20.26,20.26,31.67,19.57,0.77,0.35,0.14,7616.0,11520,0.8,143,2,0.0,509,-14,14,8,8,-17,-17,245,478,0.1425934471619751,15.51,32.52,0.5848184225883198,8510,10835,31.75,-0.0199891461649782,15.01732501732502,3441,1029,-653,47.15280999963132,118.0989353567437,1.136933121581083,-7949,12.05,131.8,1.4,-2314,12376,25750.0,0.0882415485716122,0.0101711735595616,0.0129728863395353,0.6104225352112677,62,1.33,0.3900383141762452,19.2
2020-10-01,8.19833229297736,0.0244474775850922,7551,45,51,201,668,97,87,299,-604,520,45,623,771,68,1401,47,1722,242,589,4886,3922,3922,634,83,634,60,3424,-943,27,-3164,93.12,148.5,-594.5,48.4,15.8,344.6,-0.1,-430.0,-0.1,8415.3,178.7,207.5,-18.1,-11.9,-353.3,-194.9,207.5,-93.1,0.0,-768.9,149.0,0.0,0.0,-557.4,18.48,51.5,18.57,0.63,5.26,23.39,16.89,15.56,213.54,1602.85,19.71,19.49,30.95,19.15,0.77,0.37,0.15,1509.7,12400,0.88,134,2,0.0,557,-9,9,11,11,-17,-22,94,465,0.1606869580003401,14.93,31.75,0.543897742635913,8677,11762,33.14,0.0354784752178889,-19.78469301934399,3898,1081,-687,44.33142538613513,113.7160728247515,1.096889484559111,-8089,12.94,-575.8,1.45,-2415,13277,94550.0,0.088399209486166,0.0103774703557312,0.0131185770750988,0.6314828734027703,69,1.25,0.3659658344283837,20.2
2021-01-01,8.861404517568559,0.0454776116497648,8389,44,51,241,685,97,125,306,-594,534,44,623,771,28,1665,47,1207,-203,572,4833,4023,4023,636,4,636,59,3424,-844,29,-3914,92.51,364.5,-686.9,350.6,15.8,746.2,-0.7,-1406.4,-0.7,8415.3,751.2,476.0,-339.4,-21.2,-700.1,78.8,476.0,-185.6,0.0,-1953.5,410.1,0.0,0.0,-1117.8,15.95,49.93,19.15,0.61,5.86,17.08,14.58,15.79,185.33,2534.72,19.11,19.63,31.48,19.67,0.77,0.36,0.14,3951.9,12464,0.88,119,2,0.0,560,-9,9,8,8,-17,-21,109,301,0.1367471872931833,15.08,32.31,0.5383610968226962,9170,12088,29.74,0.0849039669718183,-17.5979036249818,3595,1209,-736,42.05884601628419,118.4017915665283,1.115577889447236,-8567,12.09,-252.5,1.39,-2522,14036,165400.0,0.085751241512111,0.0102460537650755,0.0128265303537042,0.6179643167527222,68,1.24,0.3832991101984942,19.9
2021-04-01,9.06642194742151,0.3379933240460729,8756,40,51,278,699,97,141,327,-583,551,40,623,771,98,1658,47,1482,222,627,5017,4091,4091,634,4,635,62,3424,-776,32,-4639,158.21,522.1,-1312.0,915.4,15.8,1090.7,-1.3,-1848.9,-1.3,8415.3,1594.1,776.2,-369.9,-32.1,-1114.6,-83.8,776.2,-343.8,0.0,-2788.5,409.8,0.0,0.0,-1676.3,18.11,49.3,18.7,0.64,5.02,25.04,15.79,15.91,73.72,2401.15,19.57,19.76,31.9,20.33,0.77,0.36,0.15,6194.9,12728,0.88,125,2,0.0,558,-29,29,5,5,-17,-20,0,524,0.1596803377563329,15.18,32.69,0.572188268910231,10014,13264,33.21,0.2068055681921572,-10.10975609756098,4404,1217,-776,42.30758401734156,117.7790415137259,1.084630098743732,-9392,11.83,-135.8,1.42,-2552,15004,8829.166666666668,0.0852863078950035,0.0103015480895915,0.0128369881929664,0.6272877748876803,71,1.24,0.3554140127388535,21.37
2021-07-01,9.952282328318333,0.2228315581408493,8618,38,51,244,700,95,145,330,-560,568,38,673,757,116,1766,47,1751,331,744,5057,4052,4052,632,4,633,53,3441,-975,25,-3408,236.3,825.5,-1471.6,1445.0,36.1,1566.8,-7.8,-2637.3,-7.8,8415.3,-247.2,1000.1,-591.8,-47.6,-3729.6,-286.5,1000.1,-580.1,0.0,-3703.1,413.6,0.0,0.0,-2233.6,16.69,44.24,19.41,0.61,3.86,25.05,14.29,15.36,150.94,2436.43,18.86,19.34,31.56,20.11,0.77,0.33,0.09,8395.0,14640,0.88,134,2,0.0,557,-13,13,10,10,-17,-21,-38,480,0.1459125121096952,14.93,32.34,0.5827981651376147,8172,13419,33.28,0.2384863867097369,-9.118646371296547,4466,1711,-804,39.62072558857304,121.0752688172043,1.203799477699831,-7539,10.71,32.3,1.25,-2412,13989,65300.0,0.0853780721090503,0.0100253243133677,0.012923051586095,0.6823104693140795,66,1.26,0.3876130828114127,24.79
2021-10-01,10.7880611752202,0.3158848397083376,9098,42,51,320,702,90,149,326,-573,585,42,673,757,62,1857,47,1931,224,745,5083,4121,4121,632,7,633,56,3441,-1196,26,-4080,181.67,-58.6,-1354.2,-277.0,36.1,387.2,-3.4,-436.2,-3.4,8168.2,-2531.1,295.2,-220.5,-17.2,-1730.9,-333.5,295.2,-181.7,0.0,-845.4,0.1,0.0,0.0,-612.5,18.33,48.24,18.74,0.66,3.14,24.37,16.08,15.22,217.68,530.87,19.53,19.97,31.62,20.43,0.77,0.31,0.08,349.2,18075,0.97,139,2,0.0,613,-11,11,6,6,-17,-29,-23,586,0.1627129969929836,15.35,32.4,0.5359146841673503,5644,14965,32.85,0.2723176330556027,-11.05080490326392,4917,1945,-834,36.43414694221827,114.5875300938437,1.230924188080381,-4994,12.16,-2054.7,1.22,-2467,15111,48680.0,0.0861153846153846,0.0099310897435897,0.0130865384615384,0.803619374932875,65,1.31,0.3368131868131868,24.73
2022-01-01,11.08288056690566,0.2506911906496108,10066,39,51,336,747,76,156,337,-563,597,39,673,757,74,2122,47,1439,-237,767,5183,4235,4235,633,6,634,52,3441,-1186,29,-5297,164.66,-45.5,-1800.3,-541.5,36.1,874.4,-8.9,-1836.8,-8.9,8168.2,-2702.1,801.8,-610.7,-32.0,-1838.8,136.4,801.8,-346.3,0.0,-2538.7,3.6,0.0,0.0,-1228.5,15.92,46.65,18.93,0.62,3.33,19.16,13.63,14.94,183.81,2155.49,19.34,20.09,32.1,20.83,0.77,0.29,0.08,2340.0,18653,0.97,150,2,0.0,616,-11,11,7,7,-17,-23,-7,393,0.1370372831793713,15.38,32.89,0.5510814024488222,5472,15047,30.07,0.2447882197220383,-8.358051435871799,4524,1844,-926,34.59577950996308,115.5544747081712,1.222422178988327,-4814,11.02,-2606.2,1.23,-2578,16028,51550.0,0.0667435897435897,0.0076217948717948,0.0104358974358974,0.7843106593692989,61,1.35,0.3715319662243667,20.78
2022-04-01,9.211230605139775,0.0159719742317363,10534,36,51,365,734,81,159,332,-553,623,36,673,757,17,2081,47,1754,-200,716,5078,4291,4291,632,4,633,52,3441,-1418,32,-6122,194.62,142.3,-2594.6,489.7,36.1,1264.6,-11.5,-2311.0,-11.5,8168.2,-1464.6,1219.6,-713.6,-45.4,-2311.1,25.2,1219.6,-540.9,0.0,-3510.9,3.6,0.0,0.0,-1841.6,19.35,47.07,19.54,0.75,3.86,27.07,15.44,14.88,216.03,3064.66,18.73,20.11,31.71,21.57,0.76,0.27,0.1,5210.1,18365,0.97,414,2,0.0,450,-12,12,9,9,-17,-33,-9,675,0.1610867009097098,15.27,32.55,0.5826391792364841,6708,16159,32.89,0.2182599517490953,-6.227934941802205,5315,1821,-999,32.57054348201019,115.5079713871616,1.172892608350087,-6025,11.26,-2290.7,1.27,-2625,17177,83566.66666666666,0.0454871794871794,0.005139423076923,0.0070400641025641,0.7691831683168316,60,1.35,0.2473886750962067,17.6
